Id,forecasts
s12h2,30251.411626494253
s12h3,29534.248772289433
s12h4,30128.906134645527
s12h5,28544.800799778797
s12h6,30829.261085905702
s12h7,32768.637056513435
s12h8,29917.544896864172
s12h9,28153.470372685093
s12h10,27543.165596952207
s12h11,28169.61289641392
s12h12,26591.350561738647
s12h13,28872.68541587029
s12h14,30805.836059641453
s12h15,27947.447109623634
s12h16,26175.70544893229
s12h17,25557.60552834895
s12h18,26176.213437502487
s12h19,24590.096419292386
s12h20,26863.571303859997
s12h21,28788.860150976918
s13h1,79337.58985893121
s13h2,77993.88587382283
s13h3,74052.06575998853
s13h4,73238.2968611409
s13h5,71654.40493733868
s13h6,75969.72844039588
s13h7,82823.58157086861
s13h8,77546.26132599734
s13h9,75621.44110519938
s13h10,71396.85236052646
s13h11,70442.0990976854
s13h12,68784.60320107763
s13h13,73058.34403536854
s13h14,79885.83203877074
s13h15,74589.37852643638
s13h16,72648.86184777497
s13h17,68410.20992642283
s13h18,67442.16967404632
s13h19,65771.75565671027
s13h20,70032.75366845705
s13h21,76847.58215658528
s14h1,91565.67817582529
s14h2,85769.91074530417
s14h3,85210.14822804077
s14h4,81458.25753065197
s14h5,81253.04623895296
s14h6,77542.0384474822
s14h7,89487.09194779866
s14h8,80746.10077656774
s14h9,79336.02929235582
s14h10,80271.5743806127
s14h11,77021.44774070816
s14h12,76976.47934550825
s14h13,73308.31979417641
s14h14,85255.86823616501
s14h15,76503.5009434111
s14h16,75077.28529140803
s14h17,75995.04724124141
s14h18,72726.5740823205
s14h19,72663.06551137469
s14h20,68976.2992166349
s14h21,80905.21803321385
s15h1,119962.76426475582
s15h2,112255.8831449953
s15h3,111596.70361532147
s15h4,107649.25727228272
s15h5,106952.43769910706
s15h6,107440.29005211967
s15h7,116293.27000165259
s15h8,110232.94654691455
s15h9,109097.18019289347
s15h10,110665.48401281408
s15h11,107471.9633613732
s15h12,107029.17159173577
s15h13,107601.46361094409
s15h14,116481.35120460526
s15h15,110428.41791113946
s15h16,109293.42049905316
s15h17,110860.2470416682
s15h18,107664.48709302503
s15h19,107219.1975143212
s15h20,107788.90402546187
s15h21,116666.17635955886
s16h1,25751.731884741937
s16h2,27393.515068110824
s16h3,26129.38211236432
s16h4,24871.60919092677
s16h5,25738.275572376926
s16h6,25434.708526603114
s16h7,28432.316031233295
s16h8,26522.883458284407
s16h9,27454.07303939786
s16h10,25936.210827191815
s16h11,24587.194844257298
s16h12,25420.40722960018
s16h13,25103.939171185673
s16h14,28095.955439281228
s16h15,26183.531389915643
s16h16,27112.65411290066
s16h17,25593.05388789813
s16h18,24242.416847730015
s16h19,25074.04977169716
s16h20,24756.0170456914
s16h21,27746.473907682557
s17h1,49310.699729429936
s17h2,49329.06568968724
s17h3,47871.72600566199
s17h4,47604.9699287321
s17h5,49588.54014618326
s17h6,44107.48576606189
s17h7,54692.67724117993
s17h8,49079.012473581395
s17h9,48310.257458961285
s17h10,46678.30469055271
s17h11,46369.86733082677
s17h12,48340.60628382038
s17h13,42852.98192170506
s17h14,53432.9622929286
s17h15,47814.38133700596
s17h16,47040.77413920958
s17h17,45403.98307857986
s17h18,45090.710441368945
s17h19,47056.6147711619
s17h20,41564.155927844404
s17h21,52139.30184868352
s18h1,16155.64022812166
s18h2,16942.70653129759
s18h3,17401.64710890338
s18h4,16532.136013397747
s18h5,15638.509689444107
s18h6,16915.98128942369
s18h7,18402.80185287052
s18h8,15891.0550051762
s18h9,16403.926409459833
s18h10,16773.71893402705
s18h11,15873.775139555386
s18h12,14968.34649527286
s18h13,16239.927193046566
s18h14,17722.732546934763
s18h15,15207.565646856237
s18h16,15717.205842094569
s18h17,16083.82707759759
s18h18,15180.731006668468
s18h19,14272.156118627554
s18h20,15540.59248681796
s18h21,17020.254118490513
s19h1,10015.451752708124
s19h2,9941.05950123483
s19h3,9244.731400801826
s19h4,9201.950246598795
s19h5,9051.097459751983
s19h6,9068.273070691843
s19h7,10655.469165352
s19h8,9759.634622988266
s19h9,9709.868191850566
s19h10,9012.338578138522
s19h11,8968.35591065645
s19h12,8816.301610530596
s19h13,8832.275708191415
s19h14,10418.27028957253
s19h15,9521.234233929754
s19h16,9470.266289513012
s19h17,8771.535162521926
s19h18,8726.350981760812
s19h19,8573.095168355918
s19h20,8587.867752737693
s19h21,10172.660820839765
s20h1,52592.47937101396
s20h2,46795.18508696377
s20h3,44990.20928138344
s20h4,45911.418611994544
s20h5,43493.7021559689
s20h6,44652.938158587414
s20h7,53480.03882408882
s20h8,52280.21685737862
s20h9,46422.684866862146
s20h10,44607.12636263365
s20h11,45525.75660018726
s20h12,43106.75110633249
s20h13,44264.90600771665
s20h14,53090.959088089425
s20h15,51890.094938519236
s20h16,46031.521635903424
s20h17,44214.921959928506
s20h18,45132.51104835837
s20h19,42712.46440902629
s20h20,43869.578165520856
s20h21,52694.590101098795
s21h1,290291.4024055018
s21h2,261679.43888845044
s21h3,256994.77569544697
s21h4,251201.10291991365
s21h5,252221.02604278526
s21h6,268194.4862029532
s21h7,300428.1936729358
s21h8,285359.92397206585
s21h9,257641.02446223795
s21h10,253303.34964994228
s21h11,247641.71077327896
s21h12,248709.05418654103
s21h13,264696.6277589237
s21h14,296931.33788797207
s21h15,281858.9099947897
s21h16,254133.8208008927
s21h17,249789.1566382606
s21h18,244120.21363462595
s21h19,245180.12901381456
s21h20,261160.2257779509
s21h21,293387.43989953125
s22h1,10817.261789743034
s22h2,10456.061227183578
s22h3,9798.926339241896
s22h4,9807.64936247487
s22h5,11729.70540884876
s22h6,12368.731750749448
s22h7,13133.709343241351
s22h8,10740.117743258314
s22h9,10091.506270918524
s22h10,9388.838090702053
s22h11,9391.386749193238
s22h12,11313.673013409394
s22h13,11953.971742760285
s22h14,12720.39130713314
s22h15,10328.26927423143
s22h16,9681.131859332609
s22h17,8979.938467239595
s22h18,8983.96203275271
s22h19,10907.723223338251
s22h20,11549.496882206791
s22h21,12317.39137660959
s23h1,23681.63445028218
s23h2,22599.7691401613
s23h3,22266.017034760767
s23h4,21734.685468224587
s23h5,20994.86388130373
s23h6,17169.945207573848
s23h7,17646.559430955727
s23h8,22872.25828105644
s23h9,21785.831634339145
s23h10,21447.518192342195
s23h11,20911.625289209594
s23h12,20167.242365692324
s23h13,16337.762355366025
s23h14,16809.815242151497
s23h15,22030.952755655795
s23h16,20939.964772342082
s23h17,20597.08999374872
s23h18,20056.63575401971
s23h19,19307.691493906026
s23h20,15473.65014698331
s23h21,15941.141697172368
s24h1,66260.34566312634
s24h2,64526.252986277366
s24h3,66091.27575415574
s24h4,60534.294095396974
s24h5,57155.45195435913
s24h6,61087.79722641007
s24h7,69283.42751314174
s24h8,64259.996060877565
s24h9,63233.385856290726
s24h10,64804.06211069259
s24h11,59243.18541609821
s24h12,55860.318329686816
s24h13,59788.6368889192
s24h14,67980.2404387859
s24h15,62952.7822493296
s24h16,61922.14530754617
s24h17,63488.79482475137
s24h18,57923.89139296035
s24h19,54536.997569352316
s24h20,58461.289391388054
s24h21,66648.8662040581
s25h1,131809.95803817137
s25h2,132007.5855489305
s25h3,135419.2516676494
s25h4,129251.71383086206
s25h5,130566.47891169282
s25h6,136517.5099948006
s25h7,149741.61376529327
s25h8,134099.66084562644
s25h9,130634.1593135796
s25h10,134048.40746899063
s25h11,127883.45166889537
s25h12,129200.79878641824
s25h13,135154.41190621816
s25h14,148381.0977134029
s25h15,132741.72683042815
s25h16,129278.80733507343
s25h17,132695.63752717656
s25h18,126533.26376377342
s25h19,127853.19291798837
s25h20,133809.3880744804
s25h21,147038.65591835725
s26h1,41746.70114303276
s26h2,40002.89084901429
s26h3,39386.57997691992
s26h4,38564.78612274385
s26h5,36139.51354141777
s26h6,36100.983763742086
s26h7,44032.2713949487
s26h8,41090.1271269872
s26h9,38674.54047162485
s26h10,37843.68807298464
s26h11,36949.95422539148
s26h12,34497.21594635601
s26h13,34445.09102997054
s26h14,42367.10944610261
s26h15,39417.04512392577
s26h16,36993.95918807816
s26h17,36155.738739065615
s26h18,35254.67776889887
s26h19,32794.62513177408
s26h20,32735.18983826244
s26h21,40649.899118843554
s27h1,20598.987389756654
s27h2,21313.805179472063
s27h3,21041.001063981297
s27h4,20969.61000706133
s27h5,18871.562619229273
s27h6,20123.392281958637
s27h7,23441.735468113144
s27h8,20909.72047062684
s27h9,21067.995791808447
s27h10,20607.98000623805
s27h11,20472.76957630704
s27h12,18352.127806825607
s27h13,19595.136232203433
s27h14,22909.259746648593
s27h15,20374.56244654611
s27h16,20530.669095452275
s27h17,20068.65623994192
s27h18,19931.50607188961
s27h19,17808.943718673207
s27h20,19050.037959738314
s27h21,22362.249427898274
s28h1,16130.027846455268
s28h2,15920.097724385814
s28h3,16493.565431627758
s28h4,15360.377765893567
s28h5,14347.848723049128
s28h6,15583.357837281497
s28h7,16401.458328657347
s28h8,15552.720425020636
s28h9,15381.088959993536
s28h10,15959.130165846687
s28h11,14824.911332262072
s28h12,13810.419701594481
s28h13,15043.811438566801
s28h14,15859.768828765918
s28h15,15008.883548984475
s28h16,14835.10399737062
s28h17,15410.996998571134
s28h18,14274.629940712926
s28h19,13257.990082511002
s28h20,14489.233591407099
s28h21,15303.042753439939
s29h1,41494.62702532127
s29h2,41208.95882951195
s29h3,38150.374358183486
s29h4,38077.13144551247
s29h5,38195.22548748679
s29h6,41777.36994520075
s29h7,46180.23954016716
s29h8,39062.8865166131
s29h9,38418.37860772265
s29h10,35990.3847649156
s29h11,35769.15174848556
s29h12,34694.19411029054
s29h13,39604.01108298838
s29h14,44136.26387857546
s29h15,37236.03075257726
s29h16,36545.69421985075
s29h17,34181.80929702337
s29h18,33937.77467702031
s29h19,32723.480793507075
s29h20,37774.92857715934
s29h21,42315.23513379454
s30h1,47353.00647222883
s30h2,47504.089914857235
s30h3,46969.22673629559
s30h4,48837.31742551164
s30h5,44534.815030084275
s30h6,47411.45853261697
s30h7,52026.642751573716
s30h8,47943.13290488228
s30h9,47517.25581179083
s30h10,46772.96058295226
s30h11,48565.95009628813
s30h12,44237.44417191383
s30h13,47106.029230315005
s30h14,51719.71389521234
s30h15,47637.101754737516
s30h16,47212.99856135999
s30h17,46470.79747908236
s30h18,48265.99818851594
s30h19,43939.74624159439
s30h20,46810.600913941984
s30h21,51426.56090789068
s31h1,38000.52673677277
s31h2,45292.64303133416
s31h3,44633.171988647955
s31h4,43586.988698258276
s31h5,45122.449695330404
s31h6,45389.347435180614
s31h7,44719.454233222896
s31h8,41621.425769879046
s31h9,46733.75912772937
s31h10,45272.70193023921
s31h11,43931.476945944145
s31h12,45358.07234111421
s31h13,45584.531912208375
s31h14,44899.350460351394
s31h15,41795.27738506783
s31h16,46904.963551193316
s31h17,45442.507854772986
s31h18,44100.343317923776
s31h19,45526.167842361974
s31h20,45751.91854028794
s31h21,45066.05100193797
s32h1,48444.0260450208
s32h2,42211.72937439784
s32h3,39637.70153093759
s32h4,40414.8951799867
s32h5,40537.84758608426
s32h6,48392.23234599181
s32h7,49546.07922042485
s32h8,44450.46716253831
s32h9,40902.444835991475
s32h10,38884.718175385206
s32h11,39775.74368587358
s32h12,39920.525336102626
s32h13,47777.60924189119
s32h14,48930.177542116595
s32h15,43832.45982294234
s32h16,40282.15985894487
s32h17,38262.11980189556
s32h18,39150.824480575924
s32h19,39293.283752962
s32h20,47148.04495944064
s32h21,48298.29049351353
s33h1,57748.97130089791
s33h2,57719.26051085033
s33h3,56065.498043840336
s33h4,59121.13419866252
s33h5,60388.95950003599
s33h6,61469.94797019198
s33h7,62270.75341097202
s33h8,57913.39567617872
s33h9,57779.353381356676
s33h10,56091.42643486839
s33h11,59136.568638497934
s33h12,60401.88513422195
s33h13,61483.05855142282
s33h14,62284.957664522575
s33h15,57929.00015640597
s33h16,57796.46150298496
s33h17,56110.07308438672
s33h18,59156.765584705434
s33h19,60423.636347269705
s33h20,61506.36537062334
s33h21,62309.820541686844
s34h1,112315.6050601596
s34h2,109796.9472806891
s34h3,107391.25633844321
s34h4,105183.09278402025
s34h5,111400.54238921021
s34h6,117337.20396421633
s34h7,120562.14966864279
s34h8,109835.22903751748
s34h9,109219.95290382179
s34h10,107190.63324932616
s34h11,105056.41133161668
s34h12,111287.90534142501
s34h13,117226.74846831548
s34h14,120451.52624585961
s34h15,109723.9723655051
s34h16,109107.97082388969
s34h17,107077.90750912885
s34h18,104942.93831621441
s34h19,111173.68433486653
s34h20,117111.77932880416
s34h21,120335.80894531215
s35h1,20470.092234372612
s35h2,19080.937349517026
s35h3,19272.65729002244
s35h4,19016.0254763346
s35h5,18526.943211559166
s35h6,20319.055728980646
s35h7,22269.498535743827
s35h8,20542.875712354118
s35h9,19153.85328518125
s35h10,19345.705683369375
s35h11,19089.206327364253
s35h12,18600.256520271534
s35h13,20392.50149537573
s35h14,22343.076759821626
s35h15,20616.586394114634
s35h16,19227.696424624475
s35h17,19419.681280495322
s35h18,19163.314382172914
s35h19,18674.497032762913
s35h20,20466.874465549827
s35h21,22417.58218767844
s36h1,923.8451310714604
s36h2,919.6462911792448
s36h3,899.4684261033457
s36h4,930.5508659653707
s36h5,875.0941959799652
s36h6,681.5627809143655
s36h7,685.4280543073928
s36h8,917.5327400529552
s36h9,920.5765813238022
s36h10,902.2650844882421
s36h11,933.8385814327473
s36h12,878.5211510653036
s36h13,685.0389774178889
s36h14,688.9304698473834
s36h15,921.0554852887235
s36h16,924.118149706886
s36h17,905.8250906294468
s36h18,937.4169267459105
s36h19,882.1178103311619
s36h20,688.6539441851191
s36h21,692.5637424656767
s37h1,14678.985397806686
s37h2,13491.55757234554
s37h3,13157.323184285944
s37h4,13060.782920928015
s37h5,13568.553047365742
s37h6,11718.310003784054
s37h7,12263.173971917675
s37h8,13624.680261546919
s37h9,13281.990854525786
s37h10,13142.0777377381
s37h11,13090.203627398823
s37h12,13608.205614160262
s37h13,11760.271410779485
s37h14,12305.621203656065
s37h15,13667.193858616532
s37h16,13324.474303099858
s37h17,13184.50883085573
s37h18,13132.577255438635
s37h19,13650.520601444467
s37h20,11802.527486795227
s37h21,12347.818306160782
s38h1,1421.733262774022
s38h2,1401.2028838697122
s38h3,1408.545748769821
s38h4,1401.3547628762292
s38h5,1389.3741295223017
s38h6,1141.6661099151656
s38h7,1176.9024831291088
s38h8,1416.953959779466
s38h9,1396.1362284299382
s38h10,1403.3969144350615
s38h11,1396.1539383792756
s38h12,1384.1257567592295
s38h13,1136.3708424556655
s38h14,1171.5604171378213
s38h15,1411.5651094058205
s38h16,1390.7005957558474
s38h17,1397.9144997668523
s38h18,1390.6247417620207
s38h19,1378.549778199561
s38h20,1130.7480819545585
s38h21,1165.8908746954198
s39h1,3461.777771051395
s39h2,3601.6156886485346
s39h3,3578.6995530805452
s39h4,3653.727603914301
s39h5,3436.0714777208505
s39h6,2676.7938644221995
s39h7,2662.429922938777
s39h8,3459.8822464940226
s39h9,3597.5055382825103
s39h10,3573.9755091192237
s39h11,3648.8089788085945
s39h12,3431.0681105369213
s39h13,2671.7345275478647
s39h14,2657.322153312668
s39h15,3454.7280184202627
s39h16,3592.3053689308636
s39h17,3568.72953396252
s39h18,3643.517233333994
s39h19,3425.7306040403014
s39h20,2666.351262464286
s39h21,2651.8931302799933
s40h1,1195.3797008881534
s40h2,1255.6355499012645
s40h3,1269.5342498669252
s40h4,1292.700383799607
s40h5,1183.6643348557602
s40h6,546.8594914191415
s40h7,541.8655403777248
s40h8,1167.2048293511114
s40h9,1239.2318107012197
s40h10,1255.2565547262975
s40h11,1278.7661981224107
s40h12,1169.74422364934
s40h13,532.8925709202142
s40h14,527.8405584949395
s40h15,1153.1197065553304
s40h16,1225.0861626690937
s40h17,1241.050310429999
s40h18,1264.4993444350964
s40h19,1155.416758145003
s40h20,518.5044931504975
s40h21,513.3918683769814
s41h1,31278.725080524913
s41h2,30963.608591094297
s41h3,31655.552704533315
s41h4,32131.922238193398
s41h5,31331.490468100586
s41h6,32241.973478502805
s41h7,36322.44460279811
s41h8,32586.946062384035
s41h9,31216.45942317172
s41h10,32162.99486433769
s41h11,31983.437935232414
s41h12,31604.23243980459
s41h13,31991.53653397195
s41h14,36520.75751796049
s41h15,32318.466189297764
s41h16,31386.095838075977
s41h17,31899.623255469192
s41h18,32137.812320545487
s41h19,31352.00817945427
s41h20,32134.911790310947
s41h21,36280.91952117788
s42h1,2918.8914260558
s42h2,2948.924770885097
s42h3,2903.7444353414517
s42h4,3007.283111297622
s42h5,3129.6378231655035
s42h6,3403.1887451533007
s42h7,3509.2375417904323
s42h8,3171.284022504213
s42h9,3093.1813222023106
s42h10,2988.3079663087674
s42h11,3058.9094772993963
s42h12,3163.104709958984
s42h13,3426.6581043263886
s42h14,3527.217349410391
s42h15,3186.264105667438
s42h16,3106.5368521336372
s42h17,3000.7984720133823
s42h18,3070.954458763413
s42h19,3174.935863716896
s42h20,3438.403400070383
s42h21,3538.947466842929
s43h1,18939.32177127772
s43h2,18227.842319002582
s43h3,18452.03865988516
s43h4,18479.508392882635
s43h5,18270.071065633
s43h6,18064.008569303438
s43h7,18309.480365907068
s43h8,18396.526367412607
s43h9,17330.99793760434
s43h10,17428.709155366276
s43h11,17409.273447376803
s43h12,17180.75990458928
s43h13,16965.353146511145
s43h14,17204.88397136186
s43h15,17287.179140632743
s43h16,16217.31607352905
s43h17,16310.83819846725
s43h18,16287.26429494099
s43h19,16054.63035553262
s43h20,15835.109425161643
s43h21,16070.5282543835
s44h1,27389.87677093624
s44h2,26505.482005259393
s44h3,26536.847519349034
s44h4,26289.548230883516
s44h5,25509.277534861423
s44h6,27162.640358187116
s44h7,29167.485805754925
s44h8,26909.049227145104
s44h9,26099.13990911906
s44h10,26165.034027202535
s44h11,25933.302219826688
s44h12,25159.601192532686
s44h13,26815.263862187057
s44h14,28820.38295431472
s44h15,26561.25850635998
s44h16,25750.205042124933
s44h17,25814.738492349876
s44h18,25581.543268919395
s44h19,24806.33006743583
s44h20,26460.45742521245
s44h21,28464.03022570248
s45h1,2950.203166602711
s45h2,2732.8889171721507
s45h3,2645.868517293736
s45h4,2643.8869625061534
s45h5,2641.883110764242
s45h6,2500.585754253392
s45h7,3061.643669069424
s45h8,2913.3390550326394
s45h9,2690.5394079036214
s45h10,2628.8257341325366
s45h11,2634.331340409691
s45h12,2596.353644191818
s45h13,2527.8283913008263
s45h14,3043.4748536997063
s45h15,2892.7731475111354
s45h16,2669.0539030778086
s45h17,2611.4682906387866
s45h18,2618.1806122248777
s45h19,2574.2847524722897
s45h20,2517.6688194226763
s45h21,3025.8499424035394
